title,author,rating,description,genre
숲속의 대표님,방농구,9.94,"취업난에 괴로워하던 도시인 도세나는 답답함에 뒷산을 달리다 자연인 백두강과 조우한다.
자연인이 정말 존재하는구나. 그것도 우리 집 뒷산에.

산짐승 같은 그를 보며 두 번 다시 산을 오르지 않으리라 다짐한 세나.
겨우 집으로 돌아가 일상을 되찾은 세나는 낯익은 얼굴을 발견하게 된다.
다름 아닌 그때 그 사람… 아니 잠깐, '자연인'이 아니었어?

알겠으니 나를 아는 척 말아줘요. 제발!",로맨스
주인공의 주식을 팝니다,50 / 가얌 / 목감기,9.95,"""로렐라 메이레드님, 주인공 후보가 되신걸 진심으로 축하드립니다.""
빙의하자마자 치뤄진 결혼식, 결혼하자마자 전쟁나간 남편, 지긋지긋한 시월드.
이제 이혼하고 발 뻗고 잘 사나 했더니... 뭐? 집착광공? 그런 건 소설 볼 때나 재밌다고!
...그 때, 내 앞에 시스템 창이 나타났다.
빙의자 '로렐라 메이레드'는 주인공 후보가 되었다.
과연 라이벌들을 제치고 주인공이 될 수 있을까?",로맨스
포크&나이프,삼박,9.74,"서로의 다름을 이해 못 해 끊임없는 전쟁이 벌어지는 세계.
타종을 혐오하고 해하는 것이 당연한 세계.
피가 튀고 서로가 죽고 죽이는
이 지옥 같은 세계에서 소년 '리토'는
과연 어떻게 살아남을 것인가.

인간과 이종족들이 벌이는 중세 다크 판타지",판타지
손 잡은 사이,반하리,9.94,"전학을 오게 된 여고생 [유영]. 그런데, 이 학교 뭔가 좀 이상하다..?
옆자리에서 들리는 의문의 소리와 홀로 떠다니는 물건들..
""근데 이거.. 나한테만 보이는 것 같은데… 설마 귀신인가?!!""
그렇게 무서워 도망다니던 유영은 우연히 그 귀신(?)의 손을 잡게 되고,
그 순간 뭔가가 서서히 모습을 드러난다. 과연 그것의 정체는?!

아니 웬 잘생긴 남학생???
정체는 투명인간? 그런데 나랑 손을 잡으면 모습이 보인다고?
저는 투명인간처럼 학교생활을 하고 싶은데, 어떻게 안 될까요?

두 남녀의 불가피한 스킨쉽이 만발하는 학원 로맨스!",로맨스
마섹남 - 마술하는 섹시한 남자,랑또 / 티르스 / 육시몬,9.92,"마술계의 아이돌이자 대한민국 최고의 마술사 마마성! 어느 날 광화문 한복판에서 수영복 차림의 여자가 그의 스포츠카로 떨어져서 외친다. ""동궁마마!""
과거의 기억을 잃은 채 대한민국에서 살아가던 천동은 마성과 몸이 닿는 순간 마성에게서 조선의 왕세자 '이호'의 모습을 보게 되는데..
'시간의 문'이 열리는 동궁전과 조선의 무녀 천동, '신비한 능력'을 지닌 마술사 마성. 오백 년을 넘나드는 마술 같은 로맨스가 지금 펼쳐진다.",로맨스
황금의 세계를 너에게,레민,9.9,"인간이 사는 '달의 왕국'과 마족이 사는 '태양의 왕국', 둘로 나뉜 세계.
달 왕국의 기사 '에스텔'은 마족의 습격으로 가족을 잃고,
이상한 마족 소녀와 엮여 시한부 인생까지 선고받는다.
살기 위해선 북쪽의 탑으로 가야 한다.
소심한 소녀 기사와 노예 소년, 유령이 된 마왕.
삶을 찾기 위한 모험을 시작하는 세 명의 이야기.",판타지
망돌리부트,우지우,9.83,"대한민국 최고 인기 아이돌 ‘GIFT’
한순간에 망돌이 되어버렸다?!
리더 ‘박하‘에게 주어진 마지막 기회.
과거로 돌아가 팀의 나락을 막아라.
망돌 리부트!",드라마
노래 못 하는 남자,이해금 / 재은,9.88,"작사가 최우림, 근데 이제 작사로는 돈을 못 버는 무명인.
최우림은 생계를 위해 낮에는 회사원, 밤에는 작사가로 바쁜 일상을 보내고 있다.
그러던 어느날 우림은 작사가의 꿈을 심어준 최애 연예인 기유성과 만나게 되는데.
기유성 이 남자… 생각했던 것과 전혀 다르다!",로맨스
급발진 로맨스,야채광인,9.9,"누군가의 속마음을 들어보고 싶다고 생각한 적 있어? 
고등학교 2학년인 유진이는 취향이 확고한 여고생이다. 
그런 깐깐한 진이의 취향에 딱! 맞는 냉미남의 정석이 있었으니 그건 같은 반 반장인 신현솔.
 작은 사고를 계기로 신현솔의 속마음을 들을 수 있게 되었지만… 
신현솔의 내면은 유진이가 생각하던 것과는 천지차이였다!",로맨스
내가 만든 이세계,가천가,9.84,"힘겨운 고교 생활을 하고 있는 계희도.
틈틈이 웹툰을 보며 캐릭터 같은 삶을 꿈꾸는 게 낙이다.
그러던 어느 날, 진짜 웹툰 속에 들어가 버린다.
웹툰 속에서 미션을 성공하고 보상을 얻어야 돌아가신 엄마를 살릴 수 있다는데...
희도는 성공할 수 있을까?",판타지
프린키피아,버튼 / 한경찰,9.87,"두번의 재난으로 기존의 질서가 무너진 2087년 지구.
대도시가 가라앉은 자리에 생겨난 작은섬에 살고 있는 청소부 태오.

어느날 정체불명의 침입자가 불시착하면서 본의아니게
10년동안 앙숙이었던 야나와 한팀이 되어 싸우게 된다.

하룻밤 새 동지애가 싹튼 태오는 야나와 함께 점점 사건사고에 휘말리게 되는데...",판타지
열혈강호 리마스터,전극진 / 양재현,9.86,"연재 30년차, 전설의 무협만화 <열혈강호>가 웹툰으로 재탄생했다!
사파 지존 천마신군의 6번째 제자 한비광, 한번 본 무공은 무엇이든 바로 습득하는 천재이다.
할아버지를 찾아 나선 검황의 손녀 담화린과 무림의 다양한 사건을 겪으며 뛰어난 고수로 성장해 간다.
하지만 여정의 끝에서 무림을 위협하는 비밀스런 세력과 진실들을 마주하게 되는데…",무협/사극
어디까지 괜찮아?,민국,9.96,"""누나 괜찮으면.. 방금 본 거 저랑 해볼래요?""

과거의 아픈 기억에 선뜻 연애를 시작하기 어려워하는 은평.
같은 과 후배인 녁은 은평에게 다가가지만, 은평은 선뜻 곁을 내주기 어려워한다. 

어느 날, 만취한 은평을 집에 바래다주게 된 녁은 
그녀의 집에서 의외의 발견을 하고 과감한 제안을 하는데...",로맨스
이혼 후 코인 대박,지누리 / 네펜데스 / 어둠의Dark,9.68,"1년간의 결혼 생활은 끔찍했다.
하지만 이혼 후에 믿어지지 않을 정도로 좋은 일들이 벌어지기 시작한다.
도박에 미쳐있던 아버지의 유품을 정리하던 도중 발견한 코인.
아버지께 빌려준 내 천만 원으로 코인을 샀다고?

떡상한 코인과 180도 달라진 내 인생!",드라마
푸른 가스등,우주봄봄 / JINQ,9.93,"“너에겐 폭력, 나에겐 구원.” 당신의 영혼을 옭아매는 달콤한 한 마디.
한 남자에게 벗어나기 위해, 복수하기 위해, 무너진 자존감을 채우기 위해 발버둥치던 
한 여자가 스스로 택한 단 하나의 방법.
'사랑'이라는 가면 아래, 타인의 상처로 자신의 상처를 치유하려 한다.
그렇게, 새로운 환상과 폭력은 전염되듯 옮겨진다.
스스로를 구원하기 위해, 타인을 구속하는 욕망의 우로보로스(Ouroboros).",드라마
악마의 소원,지고지9 / 뮨기,9.95,"어느날 야릇한 꿈을 꾼 악마 서도야. 
바로 그 날 같은 학교 신입생 소원을 만나게 된다.
이상하게 소원과 스치기만 해도 마음과는 다르게 자꾸 몸이 반응하는 도야. 

한편 소원은 신입생 환영회에 참석했다가
연영과 인기 배우 ‘우재현’ 의 집에 초대를 받게 되는데...

 자꾸만 얽히는 서도야와 우재현 사이에서 
소원은 무탈한 학교 생활을 할 수 있을까?",로맨스
화산파 역대급 천재,정확콘 / 꿀라숑 / 묘엽,9.71,"좋은 집안도, 내공도 없어 화산파에서 하산 될지도 모르는 삼대 제자 백운호.
그러던 어느 날 몽원경이라는 기연을 만나 화산파 역대급 천재로 거듭나는데,
백운호는 어디까지 강해질 것인가?!",무협/사극
암살자 가문의 수양딸이 되었다,다우 / 유랑 / 로갱,9.95,"15년의 착취, 그건 짐승같은 삶이었다.
저주를 정화하는 유일한 자, 아그네스.
그녀의 첫 번째 생은 무리하게 저주를 정화하다 마감 된다.
 
신의 자비일까, 그녀에게 주어진 두 번째 삶.
그런데 하필 암살자 가문의 수양딸이 되었다?!
 
""앞으로 네 이름은 트아리체다.""
새로운 이름과 새로운 삶!
과연 그녀는 이 살벌한 집에서 행복해질 수 있을까?",로맨스
멜팅 슬로우,팀 사바나 / 팀 제이 / 이른꽃,9.94,"“여민아. 나 결혼해.”

남자 친구가 결혼한다. 그것도 내 동생과.
이별은 받아들일 수 있었다. 배신도 익숙했다.
하지만, 또다시 동생에게 내 것을 빼앗겼다는 사실은 받아들이기 힘들었다.
그렇게 가장 비참하던 때, 윤환을 마주쳤다.
태주 그룹 회장의 손주이자 내가 근무하는 연구개발팀의 팀장.

그리고 내 남자 친구였던 김승재의 친척이자 천적.
분한 마음에서인지, 복수를 위해서인지…

나는 그에게 결혼을 제안했다.

“팀장님. 저랑 결혼하실래요?”",로맨스
마왕 아빠 용사 딸,"최거봉, 빵박사 / 주먹",9.82,"용사를 꿈꾸는 딸, 세린. 그런 그녀를 양육하는 마왕, 시온.
시온은 자신의 정체를 딸에게 절대 들켜서는 안 된다!
딸의 꿈을 막을 수도, 그렇다고 독려할 수도 없는 처지!
그런 딜레마 속에서 벌어지는 세린의 좌충우돌 용사 성장기... 혹은...
마왕의 용사 양육기?!",판타지
지옥락,Yuji Kaku,9.93,"최강의 닌자로 이름을 떨쳤지만 탈주하여 붙잡히게 된 가비마루는,
참수 집행인 ‘야마다 아사에몬 사기리’로부터 무죄 방면이 될 수 있는 조건을 제안받는다.
그 조건은 극락정토라고 소문이 난 땅에서 ‘불로불사의 선약’을 손에 넣는 것…!!
삶과 죽음을 깨닫는 인법 낭만 활극, 개막────!!",액션
악마는 없다,없는사람,9.9,"인터넷 기사인 남자는 기괴한 고객 집에 방문 후 밤새 악몽에 시달린다. 
다음날 스토커에 괴롭힘을 당하는 전 여자친구가 그를 찾아오고, 
아직 미련이 남아있던 남자는 그녀를 도와주려다 끔찍한 사건에 휘말리게 된다.",스릴러
음악천재를 위하여,캐롯스튜디오 / 고광(高光),9.9,"가난한 집안을 부끄러워하던 강현은 주변의 연을 끊어가며 필사적으로 공부해 대성하지만 이윽고 자신의 이상이 잘못됨을 깨닫는다. 
설상가상으로 암에 걸리게 된 현은 지하철 선로에 떨어진 사람을 구하려다 치이고, 교향곡의 멜로디를 들으며 과거로 회귀한다. 
그렇게 전과 같은 삶을 살지 않겠다 다짐하던 현은 자신에게 엄청난 음악적 재능이 생긴 것을 깨닫는데….",감성
남편의 정부로 환생한 심정을 서술하시오,우주 / 뮤우 / 뚜또리,9.81,"유리 몸 대공비였던 나는 심한 발작으로 목숨을 잃었다.
아니, 잃은 줄 알았다.

""…당신을 원해.""
그리고 나와 똑같이 생긴 여자로 환생해버렸다.
그런데 이 여자의 몸, 엄청 튼튼하잖아?
건강한 몸을 얻은 기쁨도 잠시, 모두가 내게 이리 말한다.
이 여자가 완벽한 내 남편의 '정부'라고.

진실을 듣기 위해 찾아간 나의 장례식.
그곳에서 내 남편보다 더 세상이 무너진 듯 울고 있는 미남자를 보았다.

생전 처음 보는 저 남자는 누구일까?
그리고 과연 이 여자는...내 남편의 정부일까?",로맨스
설산의 괴물 황녀,물보라 / 수호 / 이낙음,9.93,"선황제의 늦둥이 딸, 발레리 벨로프는 어미인 앨리시아에게 오랫동안 학대를 받다 그녀의 죄로 얼어붙은 설산에 유배를 당하게 된다.
그곳에서 불행히도 많은 이들을 공포에 떨게 한 괴물의 빙결 능력을 갖게 되어 끝내 절망한 발레리는 19살 생일에 스스로 죽음을 택하지만 죽음 속에서 눈을 떠보니 앨리시아에게 학대받던 9살의 어린 시절로 돌아왔다는 것을 깨닫게 되는데….
발레리는 과거와 달라지기 위해 자신을 설산으로 유배시킨 황제이자 이복 오빠인 밀러드에게로 도망치고,

“폐하. 제발 저를 구해주세요! 시키시는 건 뭐든 다 할게요. 제발, 저 좀 살려주세요….”

그날을 기점으로 발레리의 삶은 과거와 달라지게 된다.
그리고 소중한 가족들과 행복한 나날들을 보내던 발레리는 세상과 단절된 채 능력을 숨기고 살아가는 어둠 속의 아이를 만난다.

“안녕, 괴물.”
“나도 너와 같은 괴물이야.”",로맨스
수상한 소공자는 천하십대고수,리진 / 상황이급한데 / 운찬,9.91,"천하대전에 휘말려 과거의 위세를 잃은 마도림, 그곳의 태상림주가 오래전 버렸다 생각한 딸의 아들인 외손자가 돌아오게 된다.
어머니를 닮아 천하제일 미를 뽐내지만 무림에 어울리지 않는 백면서생같던 그의 정체는 천하십대고수 황하용왕을 쓰러트린 무면산왕!
어머니의 마지막 말을 지키기 위해 다시 한번 마도림을 부흥시키고자 천하십대고수 진무립이 마도림에 나타난다..",무협/사극
이제 와 후회해봤자,지엽 / 달슬,9.86,"황실 제네어의 사생아 이네스, 500년의 역사를 가진 르잔의 대공 레이언.
이들의 결혼은 각 국가의 화합을 도모하는데 크게 일조했다. 
그러나 실상을 들여다보면, 이 결혼은 속이 썩은 사과였다.

""…다음 생이 있다고 해도, 다시는 만나지 말아요 우리.""",로맨스
울부짖는 역린,조던 / 게게겍,9.94,"악신의 저주를 받은 야만전사 아난타.
자신의 운명을 비극으로 뒤바꾼 날개의 화신을 처단하기 위해
끝없이 악신을 포식하며 복수를 갈망하는 피와 땀, 뼈와 살의 이야기.",판타지
찬란한 이혼,ZQ / 23 / 알렛(소나무다),9.8,"서강그룹의 후계자 현우와 백경재단의 사생아인 가을은 첫눈에 서로에게 이끌려 하룻밤을 보낸다. 
우연 같기도, 운명 같기도 했던 하룻밤으로 임신한 가을은 옛 연인을 잊지 못한 듯한 현우에게 시한부 결혼생활을 제안하고…
누가 봐도 완벽한 부부이자 가족으로 8년이란 시간을 보내던 어느 날,

""우리 이혼해요""

가을은 현우에게 오래 전 썼던 이혼 신고서를 내미는데…",로맨스
왕신황제,김경태 / 진작,9.84,"허약 체질인 해진은 학교에서 괴롭힘을 당하는 신세다.
극복하기 위해 열심히 운동을 하지만, 이상할 정도로 몸이 강해지지 않는다.
그래도 포기하지 않고 단련을 이어나가던 해진은 우연히 노숙자 장군을 만나 도움을 주게 되고,
장군은 해진에게 무언가 느낀 듯 '무공은 실존한다'는 영문 모를 말을 꺼내는데...
알고 보니 무공 천재 강해진의 현대 무림 정복기.",액션
헌터 세상의 정원사,스토리아크 / 토모조 / 슬리버,9.86,"스킬도, 전투 능력도 없는 일꾼 클래스의 최약체 헌터, 유지하.

헌터 랭킹 최하위인 지하는 잡화점을 운영하며 소소하게 생계를 이어 가고 있었다.

그러던 어느 날,
꿈을 통해 이공간인 정원에 진입하게 되면서
그의 헌터 인생은 크게 뒤집히는데….

<식물 친화 Lv.1을 획득하셨습니다.>
<XXX의 축복 Lv.1을 획득하셨습니다.>

'나뭇가지 하나 심었다고 스킬이 생겨…?'

헌터 세상의 유일한 정원사가 된 그의
특별한 모험이 시작된다.",판타지
독점쾌락,팀 새풍 / 팀 유삐빠 / 비향,9.83,"""어떤 모습의 너라도 나만 갖고 싶다, 전부 다.""

어느 날 느닷없이 찾아온 불행. 양부모의 피살, 자신을 향한 끊임없는 살해 위협.
소중했던 모든 것을 잃은 유진은 오로지 도망쳐야 한다는 생각 뿐이었다. 
다행히도 어릴 적부터 가깝게 지낸 데릭의 도움으로 가까스로 목숨을 건진다.
그리고 그에게로부터 여자가 아닌 남자로서의 삶을 제안 받게 된다.
사랑하는 여자를 지키기 위해 남장을 제안한 남자. 죽지 않기 위해 남장을 선택해야만 했던 여자. 그 두 사람의 사랑은 어떻게 진행될까.",로맨스
주체할 수 없는,Guoxiao / Zero,9.92,"친구를 따라 소문난 '에이스'가 있다는 술집에 간 고우리.
'근데 네가 왜 여기 있어?!'
에이스는 다름 아닌 우리가 예전에 상처를 줬던 한다운.
하지만 다운은 초면인 것처럼 행동하고….

그렇게 앞으로 볼일 없다고 생각했던 한다운이
집 안에 있다?

이게 무슨 운명의 장난인지 룸메이트까지 되어 버린 우리 둘.
나… 얘랑 잘 살 수 있을까…?",로맨스
만능사원 전설이 되다,BONGUN / 캡맨아저씨 / 제이로빈,9.73,"공사장에서 일하던 김태석에게 대기업 엘성의 서류전형 합격 통보가 날아온다.
그와 동시에 그의 앞에 떠오르는 메시지.

'정규사원의 길 튜토리얼에 접속하셨습니다.
튜토리얼을 진행하시겠습니까?'

전설의 만능사원이 되기 위한 김태석의 고군분투 회사 이야기!",판타지
어느 날 남편이 생겼다,위궤양게츠비 / 담수 / 갓녀,9.86,"""한 침대에서 자야지, 부부인데""
""키스해도 돼?""

다정하고 잘생기고 돈 많은 남편이 생겼다.
문제는 상대가 꼴도 보기 싫은 원수, '강시후' 라는 것.
우리가 행복한 신혼이었다니. 말도 안 돼!

사고 후 눈을 떠 보니, 남편이 된 것도 모자라
입만 열면 사랑 고백인 강시후.
도대체 지난 1년간 무슨 일이 있었던 거지?

이 결혼. 분명 뭔가 꿍꿍이가 있다.",로맨스
무한 레벨업 in 무림,김진우 / 곤붕,9.86,"재능도 없고 출신도 비천했던 하급무사 단유성, 전쟁터에서 죽다. 

하지만 저승인 줄 알고 눈을 떴더니, 어린 시절의 과거로 돌아와 있지 않은가?
이상한 숫자와 문자가 눈 앞에 보이고, 그 지시를 따르면 노력한 만큼 보상을 받기까지 한다.
노력한 만큼의 보상을 받는 세상. 무한레벨업 in 무림에 오신것을 환영합니다.",무협/사극
야간근무,둥글댕글 / 쇼비 / 리브 바이,9.57,"""신 비서. 오늘부터 우리 집에서 야간근무를 해줘.""

회사의 야근 금지가 시행된 지 나흘째 되는 날.
윤아는 워커홀릭 부사장, 제후의 부탁을 받게 된다.
그렇게 시작된 둘만의 야간근무.
하지만 두 사람은 어느새 일보다 서로에게 집중하기 시작하는데...",로맨스
21세기 반로환동전,월귤 / 남장현 / 검미성,7.86,"구한말부터 살아온 도사 허풍개는 갑작스레 반로환동에 성공한다.
하지만 반로환동에 성공했다 해도 남은 수명은 십 년 남짓,
죽음을 피하기 위해선 반드시 신선이 되어야 한다!",액션
유물읽는 감정사,영완(映完) / 임성욱,9.95,"해외로 반출된 민족의 유물을 찾기 위해 평생을 바친 아버지를 둔 ‘해진’.
그러던 어느 날, 연락이 끊긴 아버지가 보낸 정체불명의 ‘유물’에서 이상한 빛
이 나와 해진에게 신비한 ‘힘’과 ‘사명’을 부여하는데….
“천부(天符)의 주술들이 당신에게 계승되었습니다.”
한민족의 혼이 담긴 ‘천부삼인’을 포함해 세계 곳곳에 흩어진 유물들과 얽힌
모험이 시작된다!",드라마
주인공이 힘을 숨김,팀 맷가마리 / 로드워리어,9.82,"'세계의 적'이라 불리는 전설적 소환자, 김성철. (물리Lv. 만렙)
이세계의 다가오는 종말을 막기 위해 홀로 재앙에 맞서지만,
물리가 통하지 않는 영체로 변해버린 마왕을 상대할 방법이 없었다.
목적을 달성하기 위해서 마법의 힘이 필요하다는 걸 깨달은 그는
자신의 존재와 힘을 숨긴 채 이세계에 처음 소환된 장소,
‘소환궁전’으로 찾아가 초보 마법사로서의 육성을 시작하는데....",판타지
발칙한 춘향,이Zen / Jean / 금은정,9.93,"지금까지 우리가 알던 춘향전은 가라. 이미 혼인을 하고 나타난 이몽룡을 시원하게 걷어차버린 성춘향. 
그녀가 선택한 남자는? 자신을 옥에 갇히게 한 남자, 변태로 소문난 변학도?
그런데, 이 변학도… 존잘남에 뒷배도 든든, 능력도 어마무시한 데다 섹시하기가 이를 데 없다!",로맨스
사악한 공작 영애의 우울,사월 / 산이 / 설단희,9.9,"소설 속 악역에 빙의한 이린.
그러나 그 사실을 알 리 없는 공작은 그녀가 기억상실인 줄 알고
렌느 제국의 2황자와의 혼인을 강행해 버린다.

그런데 2황자는 사악한 마법사의 저주로 낮엔 개로 살고 있었다.
밤엔 인간이 될 수 있는 낮에는 털 달린 개!
이린은 그것도 모르고 황자궁에서 키우는 개를 다정히 대해주고,
2황자 슈에르트는 다정한 그녀에게 호감을 갖기 시작하는데….",로맨스
종말권유,김강8,9.95,"어느 날, 그 검은 연기는 예고없이 나타났다. 그리고 사람들이 변하기 시작했다. 
가장 최근에 먹은 음식으로. 

이 괴이한 현상은 인간들이 대처할 틈도 주지 않은 채 퍼져나가기만 하고 
상황은 점점 혼란 속으로 빠지는데...

과연 인류는 이 사태를 어떻게 헤쳐나갈 수 있을 것인가",스릴러
슬기로운 문명생활,위래 / 범귄,9.37,주인공 '최성운'은 게임 '로스트 월드'의 플레이어 랭킹 1위로 게임의 모든 업적을 달성하는데 성공한다. 달성의 기쁨도 잠시 수상한 메일을 받은 '성운'은 진짜 '로스트 월드'로 소환되어 '신'이 되기 위한 경쟁을 시작하게 된다.,판타지
맞바람을 핀다는 건,청푸름 / 팀 우사 / 손세희,9.74,"“어려서는 아버지인 내 말에, 결혼한 뒤에는 네 남편의 말에 순종하는 것. 그게 챈들러가의 장녀인 네가 해야 하는 일이란다.”


평생 순종적인 딸로 자라온 스칼렛.
아버지의 명령에 따라 헌팅턴 공작과 결혼하기 위해 수도로 올라간다.


하지만 약혼자에겐 이미 내연녀가 있었고, 스칼렛은 둘 사이를 감추기 위한 가림막으로 선택되었을 뿐.
결혼식 전날, 스칼렛은 남편이 내연녀를 달래며 자신에 대해 하는 말을 엿듣는다.


“그 여자는 그냥 임신을 위한 도구일 뿐이야.”


아버지가 이 모든 사실을 알면서도 남편에게 자신을 팔아넘겼다는 것을 알게 된 스칼렛. 
결혼식 전날 밤. 스칼렛은 웨딩드레스를 찢으며 다짐한다.


“시키는 대로 착하게 살면, 그 대가로 사랑을 받을 수 있다고 믿었다.
나는 더 이상 그런 거짓말에 속지 않을 것이다.”


남편에게서 벗어나 자유를 찾기 위해, 스칼렛은 긴 준비를 시작한다.
바람에는 맞바람으로 응수하고, 내게 접근하는 남자들을 이용해 남편에게 복수하리라!


그런데 어째 접근하는 남자들이….
미모의 기사, 황위계승권이 가장 높다는 황족, 남편의 절친한 친구까지…?!


복수와 자유, 스칼렛은 두 가지 열매를 모두 먹을 수 있을까?!",로맨스
비서 말고 여자,박다연 / 별규,9.95,"“저랑 한 번만 자 주시면 안 돼요?”
3년을 보좌한 신태헌 본부장과 충동적인 하룻밤을 보내는 세인.
쿨하게 해외 지사로 떠나려 했건만, 그날 이후 그가 이상해졌다.
“나만 윤 비서가 신경 쓰이나?”
질척거리는 것으로도 모자라,
“윤세인을 갖고 싶어졌어.”
낯 뜨거운 말도 서슴지 않으며,
“내 거 해. 아니면 내가 윤세인 거 해도 좋고.”
당당함을 넘어 뻔뻔해졌다.
본부장님, 대체 저한테 왜 이러세요…….
원나잇이 불러온 대참사.
너무 잘나서 부담스러운 남자의 폭풍 대시가 시작된다.",로맨스
황후 자리를 버리겠습니다,김희성 / 갈비 / 한보연,9.94,"황태녀이자 최상위 공격형 마법사, 아델라이드.
태후인 어머니의 눈밖에 나, 쫓겨나듯이 먼 나라의 황후로 시집을 갔지만,
그녀를 맞이한 건 황제의 취향을 알려 주겠다는 그의 정부였다!

아델라이드는 이름뿐인 황후로 살라는 황제의 경고를 무시한 채,
그의 정적인 리오넬을 자신의 보좌관으로 발탁하는데…",로맨스
잔반없는 날,AHN,9.91,"천계 최고의 요리사였으나 지상으로 추방당한 천숙.
천계로 다시 돌아가기 위해 지상의 학교에 다니고 있던 공주의 병을 치료하고자

고등학교 영양사로 부임한다.
부임 첫 날, 산의 정기를 어지럽히는 멧돼지로 인해 길을 잃은 '강바람'을 발견하고,

천숙은 바람과 협력해 멧돼지를 처치한다.
이후 학교에는 잠시간의 평화가 찾아오고, 근처 산의 영물들에게 소문이 퍼져

점차 천숙을 찾아와 도움을 요청하는 이들이 늘어난다.
천숙은 그들의 부탁을 해결해주며 공주의 병을 치료할 방법을 찾아간다.",액션
남사친과 실수는 추천하지 않습니다,클레버 / 후영 / 권찌,9.91,"산부인과부터 시작해 고등학교까지 인생의 대부분을 함께한 그놈, 지서준.
지서준의 화려한 미모 덕에 단짝 친구인 나, 문다율까지 험난한 학창 시절을 보내고
다시는 엮이지 않으리라 다짐했다.
그런데... 술에 잔뜩 취한 후 눈을 떠보니 낯선 호텔방에, 옆자리엔 지서준이 누워있다!
우리의 29년 우정은 지켜질 수 있을까?",로맨스
일신상의 이유로 잠시 휴재합니다,"김의선, 나무꾼 / RK STUDIO / 크래커",9.85,"내 이름은 유일신. 삼류 웹소설 작가이다.
G급 헌터 판정을 받고 현타가 올 때쯤 발견한 이상한 게임 어플 하나.
게임 속 세상을 구하고 얻은 신의 능력을 현실에서도 쓸 수 있게 되는데,
어딘가 모르게 조금 이상하다?
자꾸만 늘어나는 내 신도들과 수많은 퀘스트.
이런 와중에 웹소설은 언제 쓰라고!
일신상의 이유로 휴재... 아니, 연재 시작합니다.",액션
2회차 최강 고교생,시라이시 아라타 / 히로쿠마,9.36,"불량아들의 졸개나 마찬가지였던 이이지마 고세이.
신주쿠 대전으로 인해 여동생을 잃고 트라우마를 앓고 있던 그는 ""강해지고야 말겠어""라는 일념 하나로 세계 레벨의 격투가가 된다.
그리고 어느 날, 종합격투기의 승부를 조작하자는 제안을 거절한 그는 살해당하고, 눈을 뜨니 고등학생으로 돌아와 있었다.
과거에 있었던 모든 것을 바꿀 수 있다면?",액션
성좌들이 내 제자,차지운 / 스튜디오 이너스 / 방구석김씨,9.64,"300년 전, 멸망의 탑 탑주 바르체를 쓰러트리고 세계의 멸망을 막은 무신 김현오.
무너져 가는 멸망의 탑과 운명을 같이 한 시점에서 이미 죽었어야 할 김현오지만
300년 뒤 17살 김주혁의 몸으로 환생하게 된다. 그 와중에 자신이 이 세상에 없었던
시기에 생겨난 '성좌' 들이 300년 전의 제자란 걸 알게 되고 찾아다니게 된다.",판타지
위대한 가문의 검술 천재가 되었다,이동섭 / 전욱,9.51,"검술 재능도, 타고난 오러도 없었지만 누구보다 열심히 노력했던 검술명가 막내아들 백우진.
가문에서 버려져 비참하게 목숨을 잃었지만,마검의 주인이 되어 10년 전으로 회귀한다.
가문을 무너뜨리겠다는 일념으로.",판타지
완벽한 쇼윈도,랑땡 / 로즈빈,9.94,"우리 이렇게 설레도 괜찮은 걸까?

9시 통금, 짧은 치마 금지, 결혼이 아니면 독립 금지.
K-유교 집안에서 자라 자유를 꿈꾸는 희원과
K-종갓집 아들로 대를 잇기 위해 온갖 맞선 자리에 시달리는 지환.

자유를 위한 두사람의
아슬아슬한 계획은 성공할 수 있을 것인지?!",로맨스
검사가 법을 모름,일월비 / 창,9.66,"와룡회의 2인자 임태산은 교통사고로 사경을 헤매다 의식불명 상태인 검사 강바른의 몸에 빙의한다. 
깨어난 태산은 자신의 죽음에 석연치 않은 의혹이 있음을 알게 되고 전생 시절의 인맥과 전투력, 그리고 현생의 지력과 재력을 이용해 자신의 죽음에 숨겨져 있던 음모를 파헤쳐 나가는데….",판타지
상위 0.001% 랭커의 귀환,팀 감자스콘6 / 유우리,9.69,"어느 날, 현실이 되어 나타난 던전 아포칼립스 게임, 드림 사이드.
취업 준비생인 난 여느 날과 같이 택배 배달을 하던 중,
갑작스레 멈춰버린 엘리베이터에 당황하던 것도 잠시,
눈앞에 나타난 푸른 창. 그리고 나타난 몬스터!
과거 그 게임의 랭킹 1위였던 난 극악 난이도의 튜토리얼을
깨부수며 고인물 다운 플레이를 이어나가는데...",판타지
복수의 잔은 당신의 손에,스캠퍼 / 집사,9.91,"돈과 맞바꾸어져 로테이어 왕국의 왕자비가 된 티엔의 왕녀, 유디트.

병약하고, 주눅 든 그녀는 힘든 몇 년을 보낸다.

남편인 1왕자는 계모의 끊임없는 괴롭힘으로 미쳐가고,
심지어 누명까지 뒤집어쓴 유디트는 탑에 갇히게 된다.

처참하게 죽은 뒤 그녀는 왕자비가 되기 전으로 돌아온다.

삶을 망쳐놓은 자들에게 복수할 것을 다짐하며.",로맨스
바바 다이어리,이비,9.97,"15살, 질풍노도의 시기. 아은이는 10년 지기 소꿉친구 동우에게 설렘을 느끼기 시작한다. 
""내 마음인데, 나도 잘 모르겠어!"" 바바 중학교에서 벌어지는 즐겁고 복잡한 아이들의 이야기",로맨스
